data,time
74.86129275243627,13:27:49.752696
72.36229390170017,13:28:12.075782
69.99950947404211,13:28:34.270464
67.81568733822186,13:28:58.270502
65.84662080355331,13:29:22.792442
64.12047826265172,13:29:45.369914
62.657367223430434,13:30:07.221539
61.46913919091373,13:30:28.716530
60.55943944002838,13:30:50.732304
59.92399977319458,13:31:13.686825
59.551163615212054,13:31:37.615938
59.422622682976055,13:32:01.250948
59.51433437777104,13:32:23.034314
59.797580055037315,13:32:45.917130
60.2401172528639,13:33:07.517897
60.80737462197753,13:33:30.457388
61.46363752620282,13:33:51.781318
62.17317551994551,13:34:13.697803
62.901269787465615,13:34:34.968033
63.615108036177986,13:34:56.853777
64.28452498133413,13:35:18.656939
64.88257746130195,13:35:40.725619
65.3859537781512,13:36:02.704896
65.7752266128837,13:36:24.617853
66.03496728369056,13:36:46.415006
66.15374554527969,13:37:08.395942
66.12404296915666,13:37:30.949513
65.94210892193034,13:37:52.326646
65.60778646885005,
65.1243317192825,13:38:37.065910
64.4982447804913,13:38:59.571753
63.739124062743585,13:39:22.401808
62.85954870124472,13:39:44.312872
61.874987015200546,13:40:07.667557
60.8037228126953,13:40:30.608561
59.666786150172086,13:40:52.781254
58.48787063165739,13:41:15.331770
57.29321518300492,13:41:37.658487
56.111424520471864,13:41:59.182007
54.97319994812507,13:42:21.179398
53.91095184101247,13:42:44.089137
52.95826824462887,13:43:06.133734
52.14922081706868,13:43:28.142065
51.517499570031,13:43:49.553515
51.09538093689716,13:44:10.904073
50.91254892694709,13:44:32.912088
50.994805748968666,13:44:54.386014
51.362725433518435,13:45:15.533143
52.03032052779053,13:45:39.580428
53.0038061888331,13:46:00.907836
54.280555588406195,13:46:22.689118
55.84834286263532,
57.684962871997584,13:47:08.855965
59.758300095485794,13:47:31.614436
62.026893123590135,13:47:53.154959
64.44100913173443,13:48:14.995887
66.94420806331782,13:48:37.793567
69.47534261895758,13:48:59.238795
71.97091007334315,13:49:20.663219
74.36764642133184,13:49:42.210923
76.60523230091238,13:50:03.978188
78.62896365865197,13:50:26.736988
80.39222965890976,13:50:49.085303
81.85863861458336,13:51:12.195882
83.00364249096128,13:51:33.486597
83.81553337490429,13:51:58.054016
84.29572140870371,13:52:22.436897
84.45825222541451,13:52:44.826264
84.32858050636337,13:53:06.186286
83.94167967038618,13:53:27.863698
83.33962763952184,13:53:50.803496
82.56885603806705,13:54:14.787021
81.67727823973702,13:54:36.809998
80.71151733484193,13:55:00.944452
79.71443880800334,13:55:24.730628
78.72315761254836,13:55:47.251740
77.76764041383618,13:56:10.847035
76.86996713793556,13:56:33.929813
76.04425784729439,13:56:56.044651
75.29721702088163,13:57:21.770778
74.62920207481211,13:57:46.293492
74.03568938968019,13:58:10.831982
73.5089903901856,13:58:32.215251
73.04006204640336,13:58:56.233701
72.62025936104578,13:59:18.176454
72.24289023534145,13:59:41.067664
71.9044533238056,
71.60546478181882,14:00:25.863616
71.35080858026151,14:00:49.447089
71.14957682590322,14:01:12.193064
71.01440158718842,14:01:33.962026
70.9603182898704,14:01:55.238438
71.0032416638568,14:02:18.028788
71.15817485465286,14:02:40.433756
71.43730479578912,14:03:04.200439
71.84815631017565,14:03:28.197709
72.39198004385499,14:03:51.754042
73.06253473050374,14:04:15.275877
73.845394199998,14:04:37.522827
74.71786702425925,14:05:00.971138
75.64956573829899,14:05:22.607256
76.6036079383839,14:05:44.481900
77.53837815187975,14:06:06.942717
78.40973156570799,14:06:29.582174
79.17348212301637,14:06:51.714559
79.78799132706625,
80.21666318015683,14:07:37.949426
80.43015701596474,14:08:00.804157
80.40815370271673,14:08:23.153164
80.14054949124169,14:08:45.339536
79.62800105411561,14:09:07.571897
78.88179891446352,14:09:30.634361
77.92309807517762,14:09:53.405041
76.78157889409304,14:10:16.514310
75.49364499968775,14:10:38.709461
74.10028758221813,14:11:04.870242
72.64475762700646,14:11:27.600308
71.1701911875639,14:11:50.727897
69.71732925780258,14:12:13.161939
68.32246440020997,14:12:35.307500
67.01573166324506,14:12:57.806860
65.81984163200119,14:13:19.413414
64.7493285148888,14:13:42.526757
63.81035589541203,14:14:04.990570
63.001087937797664,14:14:26.668323
62.312596404193656,14:14:49.726654
61.73023666224415,14:15:11.244471
61.23539211413204,14:15:34.058046
60.80745941067711,14:15:56.335073
60.425929508212064,14:16:18.911141
60.072414341051385,14:16:40.479317
59.73247603967733,14:17:03.798553
59.39713324768726,14:17:25.284341
59.06394359139512,14:17:49.214518
58.73758937623974,14:18:11.457538
58.42992341608643,14:18:35.346604
58.1594634222139,14:18:58.200913
57.950356821052765,14:19:20.542710
57.83087253748636,14:19:43.250084
57.83151007951754,14:20:05.799223
57.98284614867292,14:20:29.177861
58.31326178384037,14:20:51.602359
58.846705946547644,14:21:14.506711
59.6006524777769,14:21:38.400741
60.584395706882475,14:22:00.428412
61.79780641289144,14:22:22.725285
63.23063649253419,14:22:45.580609
64.86242064362764,14:23:07.524560
66.66298003788742,14:23:32.256339
68.59348975673214,14:23:53.955886
70.60803199211762,14:24:17.221154
72.65552376022283,14:24:38.724317
74.68188393556768,14:25:00.756763
76.63229218596143,14:25:24.656719
78.45339357224103,14:25:47.339617
80.09531742027895,14:26:09.283855
81.51340554762177,14:26:30.678320
82.66957879991773,
83.53330699423786,14:27:17.041241
84.08218133503019,14:27:41.960155
84.30211713635202,14:28:05.047524
84.1872363982923,14:28:28.793014
83.73949328147661,14:28:51.340476
82.96811030444243,14:29:14.627043
81.88888977242839,14:29:36.946742
80.52345546110512,14:30:02.786481
78.89846658701858,14:30:25.500422
77.0448321227678,14:30:48.842075
74.99694061143343,14:31:10.323466
72.79191055483524,14:31:31.718100
70.46886066575324,14:31:53.816719
68.0681986183814,14:32:15.530714
65.6309311409038,14:32:37.149447
63.19800570664735,14:33:01.183310
60.80970178228295,14:33:24.291466
58.50509427821939,14:33:47.008671
56.321611075209304,14:34:09.621631
54.294699548430614,14:34:33.988780
52.45760486896534,14:34:57.988228
50.84124763101948,14:35:21.225453
49.47417258249103,14:35:42.920813
48.38252656892223,
47.59001475675722,14:36:29.712232
47.11778177210345,14:36:52.642375
46.984169476290226,14:37:14.049776
47.204315285742815,14:37:36.211523
47.78957285720852,14:37:58.689207
48.746758811602014,14:38:22.562080
50.07725305328815,14:38:45.327673
51.77600417487445,14:39:08.314298
53.83051331467024,14:39:30.034617
56.219887346853405,14:39:51.849779
58.91406304110999,14:40:13.829123
61.87330593311408,14:40:35.408143
65.04808040565018,14:40:57.023558
68.37937144446072,14:41:18.345529
71.79951478878974,14:41:40.208412
75.2335618292404,14:42:03.102172
78.60117002118741,14:42:25.868054
81.81897107228501,14:42:47.276586
84.80333077114071,14:43:08.783709
87.47337919384535,14:43:30.665893
89.75416106481352,14:43:53.943850
91.57973608071896,14:44:15.930716
92.89605082329588,14:44:38.624307
93.66340962308361,14:45:01.067254
93.85839160862542,14:45:23.325112
93.47509280815294,14:45:45.103423
92.52561178079227,14:46:06.659643
91.03974177168196,14:46:29.307555
89.06388000327799,14:46:50.993989
86.6592132838785,14:47:14.317354
83.8992845909699,14:47:38.797165
80.86708224833096,14:48:01.936388
77.65181709290913,14:48:24.268008
74.34556157185581,14:48:48.649813
71.03991897024187,14:49:13.534643
67.82287398664565,14:49:36.296831
64.77595147245997,14:50:00.612550
61.97178186073591,14:50:22.638018
59.472142279477744,14:50:44.264441
57.32651330772584,14:51:05.494722
55.57116391998248,14:51:27.089074
54.22875224854896,14:51:48.492586
53.30840829709621,14:52:10.355715
52.80624779672931,14:52:31.946447
52.706255137391935,14:52:54.338415
52.98146832608674,14:53:16.079458
53.59539983153553,14:53:38.303679
54.50363253947526,14:54:02.627267
55.655537768314794,14:54:26.683119
56.99607030196004,14:54:47.992014
58.467602167031636,14:55:09.488278
60.011761565444104,14:55:32.353114
61.57124567456673,14:55:54.151891
63.09157617901344,14:56:15.676670
64.52276507995691,14:56:36.684571
65.82085627862789,14:56:57.824617
66.94930602796374,14:57:19.155907
67.88016268087772,14:57:40.459035
68.59500364789537,14:58:01.795932
69.08558642726793,14:58:25.820537
69.35417312929869,14:58:48.073473
69.41349609986884,14:59:13.197673
69.28634657570846,14:59:35.471785
69.00478702564375,14:59:56.831988
68.60900757379153,15:00:17.976438
68.14586443028794,15:00:41.235268
67.66715201544889,15:01:02.552324
67.22767072068072,15:01:25.853247
66.88316000738763,15:01:48.388080
66.68817233310848,
66.69396679245425,15:02:33.700835
66.94650136844811,15:02:57.013924
67.48459857402283,15:03:19.210244
68.33835121023672,15:03:41.550642
69.52782393711954,15:04:04.564930
71.06209334589172,15:04:26.510090
72.93865482123032,15:04:49.431050
75.1432090531856,15:05:12.308401
77.64982521252979,15:05:33.786885
80.42146273918817,15:05:56.592501
83.41082124898226,15:06:20.019254
86.56148031258365,15:06:43.900291
89.80928927299394,15:07:07.542864
93.0839718086123,15:07:31.283567
96.31091846849485,15:07:54.394470
99.41314877445765,15:08:23.124113
102.31342795031586,15:08:48.241423
104.93651858509692,15:09:12.907715
107.2115339282717,15:09:35.391270
109.07433889260261,15:09:57.320431
110.4699206286349,15:10:21.623096
111.35462693851896,15:10:46.181592
111.69815226021836,15:11:09.055738
111.48514184332889,
110.71628901436074,15:12:02.501012
109.40882071065103,15:12:26.229939
107.59630228760255,15:12:48.682954
105.327739231895,15:13:12.598051
102.6660030929708,15:13:36.599997
99.68565425965396,15:14:00.741338
96.47027053152101,15:14:22.936217
93.10941582326303,15:14:48.668990
89.69539738749941,15:15:11.800461
86.31996336810698,15:15:37.950742
83.0710870115462,15:16:06.899168
80.02997128414245,15:16:31.997620
77.26838900992823,15:16:57.678218
74.84644963732552,15:17:20.928107
72.81085599682173,15:17:45.314494
71.19368617299264,15:18:11.150314
70.01171104580364,15:18:35.281634
69.2662406713117,
68.94348372221843,15:19:24.961701
69.0154017844135,15:19:47.071844
69.4410398074927,15:20:10.437944
70.16831009146298,15:20:32.338246
71.13619621249784,15:20:53.467861
72.27732467580321,
73.52082794003978,15:21:38.791373
74.79539620169551,15:22:06.553125
76.03239054602152,15:22:28.081626
77.16887000516068,15:22:52.110964
78.15037249159514,15:23:13.624090
78.93328687295859,15:23:38.474526
79.48666264308936,15:24:00.872119
79.79332620579581,15:24:22.161810
79.85020929672541,15:24:46.745987
79.66784475607979,15:25:10.113384
79.26904498588158,15:25:32.533410
78.68684357875215,15:25:56.757245
77.96184303200039,15:26:18.690788
77.1391630639274,15:26:40.924310
