fingerprint,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
cryptonaut 10F6504533FA5854F3E877D58CE6DC07A4DF5B51,19,16,19,16,16,16,16,16,16,16,16,16,16,18,18,16,18,16,16,16,18,16,16
cryzrelay01 CF6A6080091BB210AA3892FEFE2F6A396DA08DF3,14200,14200,14200,14200,14200,14100,14100,14100,14000,14000,14000,14000,14000,14000,14000,14000,14000,14100,14100,14100,14200,14200,14200
cryzrelay02 88CF8D42D49B7C8E9D03ABE5DAE7AF25E9902008,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800,11800
cryzrelay03 7A6EC43FD4CD5990230FCE48EC37AFC578E36CE6,13100,13100,13100,13000,13000,12900,12900,12900,12800,12800,12800,12800,12800,12800,12800,12800,12900,12900,13000,13100,13100,13200,13200
cryzrelay04 101C18886B30BB23B36CBAAD159261188852E112,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100,13100
csUniHB FEDE31337E4E19E06B97D282F08B0A0E8B9C5526,53900,51800,53800,51400,51200,51200,51200,51100,50900,51000,51000,51200,51300,52600,52600,51500,53000,52000,52200,52300,53000,52800,52900
csailmitexit A53C46F5B157DD83366D45A8E99A244934A14C46,36900,36900,36900,36900,36900,36000,36000,36000,36000,36000,36000,36000,36000,29700,29700,36000,29700,36000,36000,36000,29700,36000,36000
csailmitnoexit 9715C81BA8C5B0C698882035F75C67D6D643DBE3,12000,12000,12000,12000,12000,12000,12000,12000,13200,14500,14500,14500,14500,14500,14500,14500,14500,14600,14600,14600,14700,14000,14000
csgeorgetown1 D80A50EF9BFD77CFCEA5326F389E24F932D6F9DA,4260,4260,4240,4190,3890,3860,4110,3890,4180,4180,4180,4180,4180,4170,4200,4200,4200,4200,4200,4200,4200,4200,4200
csskgrelay F2C6101A0C83106CC19E250CF0CD757845612FBF,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,260,260,260
ctr0003 E27B11E7CAAEAF7B2BD09DD440DD5ADE2BE45461,2740,2740,2740,2800,2800,2800,2800,2800,2800,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,2800
ctttornode1 24B2EFCFFC909ACC3B1A5BC8F14C6EDB668D22E7,61000,55400,60000,55400,55400,55400,58300,58300,58300,58300,58300,58300,58300,59000,59000,58300,59000,58300,58300,58300,59000,58300,58300
ctttornode2 897352EBAAF4FBE72A626E529ACFC10091676DD0,4310,4000,4320,4310,4300,4300,4280,4280,4270,4260,4260,4300,4300,4810,4260,4270,4290,4300,4300,4300,4370,4300,4300
cubieserver BAE10387321FDD3279EA44320720B919777FE640,126000,120000,126000,120000,120000,110000,110000,110000,110000,110000,110000,110000,110000,134000,134000,110000,134000,110000,110000,110000,110000,110000,110000
cultdeadcow 9CA59BFA8D1093E42A202164DA93DE8A7E52166A,810,810,810,810,896,896,896,810,810,810,805,805,805,844,844,810,844,810,810,810,844,810,810
curiosity A40623E34AE2173EECF6CB8953B6F4D7E56203D4,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
currentlane 44DC23661E05DEFD94398936D9334987ABCB6E5E,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,940
cvbnet 20974D28EB668E689D4256046E0E32034375A0A2,18500,18000,18500,18000,18000,18000,18000,18000,18000,18000,18000,18000,21700,23000,23000,21800,23000,22000,22100,22200,23000,22400,22400
cx10TorServer 96B358744E1DB0D6DBB96D32C27F91E9F695275E,2400,2200,2400,2300,1800,1800,1800,1800,2300,2300,2300,2300,1800,2300,2300,1800,2310,1800,1800,1800,2360,1800,1800
cxx4freedom 361D33C96D0F161275EE67E2C91EE10B276E778B,35300,33200,35200,32900,32800,32800,32800,32700,32700,32700,32700,32800,32900,34700,34800,33000,35000,33400,33500,33600,35600,33900,33900
cxxnode2 F9A3542D5863CD665B7FF758E73DAD40832D0064,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,50700,50700,50000,50900,43800,43900,44000,52400,50000,50000
cyanexit 229D865D7AC084D30E5F5016CE5A8C21740F74F4,17400,16000,20100,16000,17000,17000,17000,17000,17000,17000,17900,17900,17900,18900,18900,17900,18900,17900,17900,17900,18900,17900,17900
cyanocoraxyncas EE7CD2A763435C7006095BD167C790ABE5BC4DEA,41000,41000,44000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,52000,52000,41000,52000,41000,41000,41000,52000,41000,41000
cyberbits F2E7E8F30CA52CFCE35CFD5F465A7124EDFDD17B,4990,4130,4990,4130,4130,4130,4130,4130,4130,4130,4130,4130,4130,4480,4480,4480,6380,4480,4480,4480,6780,6390,6390
cybercybercyber BB7859D16901F2A6513AE551EB1F128090042DFA,57000,48000,57000,48000,48000,57000,57000,57000,57000,57000,57000,57000,50000,59100,39000,39000,39000,39000,39000,39000,39000,39000,39000
cyberspace1 9155DBF11CA246908A5410EDA79FCF01DA44901B,122,110,122,110,110,110,110,110,110,110,110,110,110,123,123,110,123,110,110,109,109,109,109
cybertwink 183C8C6727E2137AF278B3850AD5D9C2304B98C9,11500,10000,11500,10000,10100,10100,10100,10100,10100,10100,10100,10100,10100,12000,12000,10100,12000,10100,10100,10100,12000,10100,10100
cycasctornodeerl 147B21A1807F8C7CCBC26A4DB2D02E2F7A40E1D0,1980,1600,1580,1600,1600,1600,1600,1600,1600,1600,1600,2190,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
cycasctornodensu C9C6F0446CF10DB6DAE588E9186A6E79DC146A79,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,1020,1020,1020
cylob 161DF56CC7806517250080B05499EE2B14DBF4C9,17000,16000,17000,13900,13900,13900,13900,13900,13800,13800,14000,14000,14000,19000,19000,14000,19000,14000,14000,14200,19000,14300,14300
cylondetector FDAF57C097E8CB0110B5B0869598C4819F9005F6,5700,4900,6800,4900,4700,4700,4440,4430,4420,4430,4430,4440,4450,4450,4460,4200,4490,4510,4520,4540,4560,4580,4580
cyndaquil 6EEF8446BF9D43DA7F7D8505BDFC49BBE64BF822,7890,7800,7890,7700,7800,7800,7800,7700,7700,7700,7700,7700,7700,7890,7500,7500,7500,7000,7000,7000,7500,7000,7000
cypher 06F02BE6C9A817A1C9A3402DE0009CBE0EE92D61,688,580,688,580,580,580,580,580,580,580,580,580,580,634,634,580,634,580,540,540,540,540,540
cytherea B15C0071EAF508AAEE29DB9D07607C84AA2DDEB3,4200,3770,4210,3770,3770,3770,3770,3770,3770,3770,3770,3770,3770,4300,3770,3600,3100,3100,3100,3100,3100,3070,3070
czechmate 6C333B5BDBA3DFE7A782E40CB970C271ABFED119,77700,77100,77600,76400,76200,76100,76100,76000,75700,75900,75900,76200,76300,79700,79700,61100,61300,55000,52000,52000,53600,52000,53600
czrpYOL8Pp 74CA16F4687A8D619B0816C521B05E4F3F365113,130,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
d0dak 016093EE4BAE9AF473FC0C811A9D10FDAA9CA34B,1210,970,1210,970,970,970,970,970,970,830,830,830,830,830,830,830,830,830,830,830,830,830,830
d0m 9FFC0FF4926AB8EA6B92E241965D165FB01D36B1,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,22000,22000,23600,23600,22000,23800,22000,22000,22000,24000,22000,24000
d207cfad57355bf5f8 8F0E12147E64D9F0B0E78904E2EB15222A922044,225,170,225,170,170,170,190,190,190,190,190,190,190,225,225,190,225,190,190,190,206,190,190
d3xtor 506763994792208999529D03C016774C814386A8,18000,18000,17900,17700,17700,17600,17600,17500,17600,17600,17600,17700,17700,17700,20000,20000,20000,20000,20000,20000,20000,21000,21000
d6relay 6EF897645B79B6CB35E853B32506375014DE3621,2530,2860,2860,2860,2270,2260,2230,2130,2120,2120,2120,2120,2120,2110,2110,2110,2120,2130,2130,2130,2140,2150,2100
da3dalus 01C2DF6BD24025ACC203D73A27AB724DED1CADDD,3190,3190,3190,3190,3190,2300,2300,2300,2300,2700,2700,2700,2700,2700,2700,2700,2700,2100,2100,2100,2100,2100,2100
daWiZaRd 579ACC03F28CF979E6179643AB6510E44DC0258D,22,22,22,22,22,22,26,26,26,26,26,21,21,21,21,21,21,21,21,21,21,21,21
dabyeet 0DC1A2DFFC09E769358BBBA9D1C87ED8EB8B82D6,52,63,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
daddycool B214C768C88BB08F017BE30CBB603939F3DDA661,8470,8480,8430,8340,8840,8810,8770,8760,9500,9500,9500,9500,9500,9500,9500,9460,9500,9510,9560,9600,9650,9730,9730
dairy 2CE2DEE830B954EDA3A6BB57EA7420E0F5EE3C13,10900,7560,10900,7510,7480,7460,7470,7460,7440,7470,7480,7500,7520,9370,9370,7520,10700,7580,7590,8100,10900,10200,10200
dakkartor 913931EC5F1F9CCB964D7EAC1ADD98696844A52A,13,10,13,10,10,10,10,10,10,10,10,10,11,15,15,11,15,11,11,11,15,11,11
damita A9F7185499C5784E35B5C25744ED4AB75437CE5D,7900,7900,7900,7270,7260,7240,7220,7220,7180,7170,7170,7180,7170,7160,7160,7170,8910,8400,8400,8400,9050,8400,8400
danby 8F22AFDD06AA4238ADD93A8EA6FBC2BB9C652711,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,20200,20200,20300,20300,20400,20500,20600,20600,20700,20800,20800
dangerbird13 EAE0783FE73BB43267C532B7D8F299231E38B5B1,8,8,10,8,8,8,8,8,8,8,8,8,8,10,10,8,10,8,8,8,10,8,8
dani 2C6E2587287437FA10BFB145CD2691FD605C8709,257,170,257,170,170,170,170,170,170,220,220,220,220,221,221,220,221,220,220,220,228,220,220
danielsrelay BD02F29EC8C29745B10CEEFC39815BB0C8D685A5,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,2570,2570,2570,2570,2570
dannenberg 7BE683E65D48141321C5ED92F075C55364AC7123,20,19,20,19,19,18,18,18,18,18,18,16,16,20,20,16,20,16,16,16,20,16,16
dantor 6A095ED7B2542CDB4FCDC1E2B6750E5BD0E9B217,3800,3800,3800,3780,3770,3750,3740,3730,3720,3710,3710,3700,3700,3700,4110,4120,4140,4160,4180,4200,4210,4230,4240
dao 1F6ABD086F40B890A33C93CC4606EE68B31C9556,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,6450,6470,7130,7160,7180,7200,7200
daporkchop AC5CECEF6AF649F2A7F047D102FE9B461DA9234E,50000,43000,50000,43000,43000,43000,43000,43000,43000,43000,43000,49000,49000,49000,49000,46200,49000,46700,46900,47100,49000,42000,42000
darkIsDude 427E5C8ADC43B09582DDDA80EA8EDFBD05DF5003,13000,13000,13000,13000,13000,13000,13400,13400,13400,13400,13400,13400,13400,14000,14000,13400,14000,13400,13400,13300,14000,13300,14000
darknebula 04A28A62F27D9C4A60F9ED0C4264E98B988C65A3,30100,30100,30000,30000,30000,30000,30000,30000,30000,34900,34900,35100,35100,37700,37700,37000,37900,37000,38300,37000,38600,37000,37000
darktunnel FABFEAF18323C366100D5A66FE61F1515C89E231,10200,9980,10200,9980,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,10000,9900,9900
darky1 13F24D5FC60E99D3535A68761C2D622303484F93,17500,17500,20000,18000,18000,18000,18000,18000,18000,18000,17300,17400,17400,19600,19600,17400,19700,17600,17600,17600,20000,17700,17700
darmok B923D15EDF4E7B1261876860D51FAB907ED18347,23000,22900,22800,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,27000,27000,22000,27000,22000,22000,23500,23900,23700,22000
darmok D7D127377E3C6C97BC09B77209A9A0C4E30CAD6E,387,300,387,300,300,300,300,300,300,300,300,300,300,459,459,300,459,300,300,300,459,300,300
darmon 29FA511E67A31A1A874AABFB2B624AD122AE4ED4,26200,25000,25400,25000,25000,25000,25000,25000,24900,24800,23500,23500,23500,25000,25000,22600,25000,23400,22200,22300,25000,22400,22400
darrieux 25B694EA95F825F156C5DAE5607B3375E86C0C4E,13000,9940,13000,9900,9860,9820,9770,9760,9720,9710,9710,9720,9720,13000,13000,10100,13000,10000,10000,10000,13000,10000,10000
daskapital 01FE2137C42E4802507A1FD97B0158116FD78A8C,25000,23900,23800,20000,20000,20000,19400,19300,19300,20000,20000,20000,20000,25000,25000,20000,29000,20000,20000,20000,29000,20000,20100
datgrep FDDD87B8E9929BD4CF58174F4889CC6F9495ED7B,1140,1140,1140,1140,1430,1430,1430,1430,1430,1430,1300,1300,1300,1300,1430,1300,1430,1300,1430,1430,1520,1430,1430
dattor BA481A3C80447EFB67811938DDD39B1F79E1C06E,1900,1700,1900,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1700,1700,2060,1700,1600
davy 8C612213C4B5C154FA90847F36FBF36DB78AB1AC,19000,15000,16600,15000,15000,15000,15000,13900,13900,13900,13900,13900,13900,13900,13900,13900,14000,14000,14100,14200,14200,15000,15000
dawn EE75559FA80ED10DB1032BFFB06847C32681D6B8,5100,5100,5100,5100,5100,5100,5100,5100,5000,5000,5000,4710,4710,5100,5100,4700,5100,5000,5000,4140,4800,4200,4200
daytoner 66B06D59BDFC90EBC6EDE79C558275F2CD4799B0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
dc6jgk1 486740353B905AA4731F82C0B4CC25821A62C6E3,4170,4000,4560,4160,4400,4400,4510,4500,4490,4500,4500,4520,4520,4520,4530,4530,4570,3900,3900,3900,4600,3900,3900
dc6jgk11barm64 7B700C0C207EBD0002E00F499BE265519AC3C25A,5300,5200,5300,5200,5200,5200,5300,5300,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
dc6jgk2 A60697FF383EEEE2E88505DD4E305C07BF326B11,1070,740,1070,740,740,740,757,757,757,757,757,757,757,779,779,757,779,757,757,757,779,757,757
dc6jgk4 868A253C330F40FBE435D9320849397F85823E86,340,340,458,340,340,340,340,340,340,340,340,340,340,570,570,340,570,340,340,340,570,340,340
dc6jgk5b 846B3EAAF0C07FF72FC79AEBB11FA3ADC58F240F,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3140,3140,3160,3180,3190,3200,3210,3200,3200
dc6jgk6 A6AA94B4007A0E2919B2DA8ECF2CFA3CA1761A13,4440,4300,4450,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4380,4380,4300,4390,4300,4300,4300,4600,4300,4300
dc6jgk7b F0F5074A6DADD3DC22E1FAA18FD6D89CBC52771A,42400,42400,43000,42200,42000,41900,41900,41900,41800,41900,42000,42100,41000,42100,42200,41000,42400,41000,41000,41000,41400,40000,38000
dc6jgk9barm64 78BC2254D3B31CD865F7682633AA438212132532,5700,4600,5690,4600,4600,4600,4600,4600,4600,4600,4600,5200,5200,5490,5490,5200,5510,5200,5200,5200,5570,5200,5200
ddetor2 FFF78C44BA6E6B6F7525095BBE14EF7CBEB89744,2710,2500,2710,2500,2500,2500,2500,2500,2500,2500,2500,2400,2400,2400,2670,2500,2680,2500,2500,2700,2730,2700,2700
ddetor3 89FF4A0818D8BE9F8B71338D96A6B854F77F9FEC,2580,2500,2570,2500,2500,2490,2500,2500,2600,2600,2600,2600,2600,2740,2740,2700,2770,2700,2600,2600,2810,2600,2600
ddgserut B764C8F659C471408A404067ADB562AF8C8E89B8,381,340,381,340,340,340,340,334,334,334,334,334,334,340,334,334,334,334,334,334,334,334,334
ddxor 17E958F05E2698D536DBA01192750C8B23F3F964,1040,1000,1040,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,1040,1000,1040,1000,1000,1000,1040,1000,1000
de0akatala 6ACAB4394A94BBFFF391497143E3B49C84798672,20100,18000,20100,18000,18000,18000,17000,17000,17000,17000,17500,17500,17500,19000,19000,17400,19000,17500,17500,17600,19000,17700,17800
deadbeefbbq 90A40EAF6090BD260237BDFE9391A2EFF35E8733,12000,12000,12000,12000,12000,12000,12000,12000,12000,14000,13000,10900,11000,11000,11000,11000,11000,11100,11100,11100,11100,11100,11100
deb BFB14B9ADF1F19E59258CAE7FCDBAAC9937B7B10,26700,25000,26000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,29100,29100,25000,29300,25000,25000,25000,29900,24000,24000
debbie 56522F7121325ADCCC7858CB81026126A2A0865D,630,563,563,563,563,563,563,563,563,563,563,563,563,681,681,600,681,572,530,530,572,530,530
debouch E1A245B3A64D426870B653A62BE1D87C39910022,539,360,539,430,430,430,430,430,389,389,389,389,389,389,389,389,389,389,389,389,432,430,430
debrouillard 4552CDA03B44F6DC90370BD08EC24FE6F92F4067,7900,7850,7900,7820,7790,7750,7720,7710,7700,7700,7670,7480,7490,7700,7700,7550,7700,7620,7660,7720,8400,7840,7840
deceptiveSimplicity 75EE3430CEF7744EA1E35607881B27581EB15880,10800,7900,10800,8500,8500,8500,8500,8500,8500,8500,8500,8500,8500,10700,10700,8500,10800,8500,8500,8500,11000,8500,8500
deckard 1FE9F0F999FB72F4AFB0D1B9239B78E9519C11F7,2120,1700,2130,1700,1700,1700,1700,1700,1700,1700,1700,1700,1600,2090,2090,1600,2100,1600,1600,1600,1980,1600,1600
deepspace9 27EC018C807DFA4F46A21D69CD4535D1F30C7B5D,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,980,880,880,880,860,880,860,860,860,880,860,860
default 80E3CAD69AAA9DE9ED9CB6531CA3D73F6FB9FE52,1350,1300,1350,1300,1330,1330,1430,1430,1430,1430,1430,1430,1430,1550,1550,1430,1550,1100,1100,1100,1550,1100,1100
default DAEEC0CDD214EDAB2C1D2186B202DC79ECCB1655,1500,1500,1500,1500,1500,1500,1500,1500,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1110,1110,1110,1110,1200
definitelyNotLE ECAA097324262B60394FE6F3CD446A66A331956E,13000,13000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,13000,13500,13500,13000,13500,13000,13000,13000,13700,11000,11000
delPi 5ACA5B3559E6278A7A64C14CC54EE047B6120F0F,107,107,107,44,44,44,44,44,44,4,4,4,3,3,3,3,3,4,4,4,22,22,22
delpin 8A0866AACA8DE2926F4049BD7F0A101918FA63C8,1630,1380,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1630,1400,1400
delrovio 780728D3ED2F128431DFC3BB2DBE21E80C20758F,3320,3400,3300,3300,3300,3300,3200,3200,3200,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3300,3300,3300
deluxconfig BC935A5E22F766766142F7F577408BAD9070804F,14,13,14,13,13,13,13,13,13,13,12,12,12,13,13,13,13,13,13,13,13,13,13
demang 327F5823438B8EC86EC33355C147D8455AB1C14B,59100,53500,59100,53200,52900,52800,52900,52800,54000,52900,52900,53100,53200,56000,56000,53200,56000,53700,53800,52000,54100,52000,52000
demogorgon 116DF23413EC4A5B596A618F7850061CE49943C0,13,12,13,12,12,12,12,12,12,12,12,12,12,14,14,10,14,10,10,10,14,10,10
demoncore EC72881A1128EB1B283EE53F54907477119A6FE4,18,15,18,15,15,15,15,15,15,15,15,15,15,18,18,15,18,15,15,15,18,15,15
demonteal A5B15D590C207446BFB6F739FCA67DE8C176F431,4600,4600,4600,4600,4600,4600,4260,4260,4260,4260,4000,4000,4000,4400,4400,4000,4000,3800,3800,3800,4000,3800,3800
deprofundisclamavi 06AB6E853E8D929F9D60E3A41EF4F97B7CF6FDA4,21,15,21,15,15,15,15,15,15,15,15,15,15,21,21,15,21,15,15,15,21,15,15
depwnparty F6DD00F277B741E4F4A216532476D8476B98D96C,1610,1100,1610,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1440,1440,1000,1440,1000,1000,1000,1440,1000,1000
derdave 288D7A8EA471B5D9635B6A8AC081764E3CD39798,623,623,623,623,623,623,623,623,623,623,623,623,623,623,570,570,570,570,570,570,570,570,570
derpyrelay 7FBB9313E95422018DDBC4A792C70BBCDB38AE74,1000,860,1000,860,870,870,870,870,870,870,870,870,830,991,991,840,991,840,840,840,991,840,840
despacitor E00DFD54DC165D5452FBD3530D30186DAD016A0C,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,58000,55000,55000,55000,55000,56200,56200,56200
desync 721E494B0E06554D8F9A169BDBF17282C07B2588,17000,14500,17000,14500,14500,15000,15000,15000,15000,15000,15000,15000,15000,17000,17000,15000,17000,15000,15000,15000,17000,15000,15000
devguardianproject 4340B1D4E9118619F97DB0E54D38ED919E11C7B9,106,100,106,100,100,100,100,100,100,100,100,100,100,111,111,100,111,100,95,95,111,95,95
dezember FD79B7F9230858B48E75F389661840C702511078,11600,11600,11500,11300,11400,12000,14000,14000,14000,14000,14000,12300,12300,12300,12000,12000,12000,12000,12000,12000,12000,12000,12000
dfiusec D8BD437B3165203E890D0DB57DF2AC128C95B3B4,20000,20000,20000,19300,19300,19300,19300,19300,19300,19300,19300,19000,19000,19300,19300,19000,19300,19000,19000,19000,20100,19000,19000
dgplug E947C029087FA1C3499BEF5D4372947C51223D8F,30200,24700,26900,26800,26600,26500,26400,30400,30300,30300,30300,30300,30300,32000,32000,30300,31200,29400,29400,29500,31900,29700,29700
diezwiebel C3F2F52ABAAEBD2445410BD9C1FCEA49D313D340,293,293,293,293,293,293,293,293,293,450,450,450,450,450,450,450,183,183,183,183,183,183,183
digineo3 B21211A1A2C68F2D9E57E3C7AEAF4F04AFC10E7F,27300,23000,27300,23000,23000,23000,23000,23000,23000,23000,22700,22700,22700,31000,31000,22700,31000,23000,20000,20000,31000,20000,20000
digitalResistanceRu 841DE1E065BCA8C1EBDC4A7140646F47A6257BD8,10600,10000,10400,10000,9800,9800,9800,9800,9800,9800,9800,9700,9700,9800,9900,9710,9900,9810,9500,9500,9930,9700,9700
dike 037BCD0EBDF7DB9F3D562DA27D463F0F78F1494B,11800,11600,11800,11600,11500,11500,11000,11000,11000,11100,11100,11200,11200,11600,11600,11300,11600,11400,11500,11500,11800,11700,11000
dinuccio 055B155A44A968491D71EEF11D3B6AE38082F6FC,880,880,880,820,820,820,820,820,820,820,820,820,810,810,810,810,810,810,810,810,810,810,810
dipulseIT1 910842202572BBB890692971614758AD9F3FEBD7,13800,13000,13900,13000,13000,14000,14000,13000,13000,15700,15700,15800,15800,18600,18600,15900,18800,16000,14700,14800,16200,15100,15100
dipulseIT2 8E8E9D3FD1F25814CDB57A7DBAA290114EADE7BE,19900,20000,19900,19800,19700,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
disconnectedtech1 A0B05E1D852D874EFAF3603C83246E00AD65AF20,9630,9630,9630,9630,9630,8850,8850,8850,8850,8850,8850,8850,8850,9630,9630,8850,10000,9630,9630,9630,10000,9630,9630
dizum 7EA6EAD6FD83083C538F44038BBFA077587DD755,20,37,20,37,37,37,37,37,37,37,37,37,37,20,20,37,20,37,37,37,20,37,37
dizzy 80C113BCE9356B4DECF94E7CF4A8C0BD315EE8E8,25200,25200,25200,25200,26000,26000,26000,26000,26000,26000,25400,25400,25400,25400,26500,26000,26700,26000,26000,26000,27100,26000,27300
dobbo CE1FD7659F2DFE92B883083C0C6C974616D17F3D,11300,9900,11300,9900,9900,9900,10000,10000,10000,10000,10000,10000,10000,11100,11200,10000,11300,10000,10100,10100,11400,10200,10200
doboz A77F16A6B3131EADB5D51DE2F8D0914F702AD357,85,62,85,62,62,62,62,62,62,62,62,62,62,63,63,62,63,62,62,62,63,62,62
docker0b2b2401a8 1D963F0A72B8FF21ECD2B2666D70E7040BEDEAB6,6730,5660,7240,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,7140,7170,5900,7220,5900,5900,5900,5000,5000,5000
dockernode 164295D55A290261D3178194DEB36AB003E5ACAC,1900,1840,1900,1830,1830,1820,1820,1820,2000,2000,2000,2000,2000,2010,2010,2000,2020,2000,2000,1880,2000,1890,1890
dockstader 790EB3E544E70809FA760DC793469FC5ABAF1E28,420,300,420,300,300,300,300,300,300,300,300,300,300,358,358,300,358,310,310,310,358,310,310
dodoo DF557F3F523CCB762A50D4B3DF33E8BEAD4F79D8,22000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,23000,23000,20000,20000,18400,18400,18500,20000,19000,19000
dolemite 438F3EA4C9FB0DB63F5377A3271AB5435FAD7E04,6320,1900,6310,2000,2000,2000,1900,1900,1900,1900,1900,1900,2000,2900,2900,2000,2900,2000,2000,2000,2300,2000,2000
doloop AC447135F0451E586ED3620B303C03463788B79D,8600,8600,8590,9500,9500,10400,10400,10400,10400,10400,10400,10400,10400,11000,11000,9690,11000,9500,9500,9500,11000,9500,9500
dolphin26 611EA00878C23F20A59FEB7C58EF64D55025E674,5240,4740,5210,4400,4380,4370,4380,4370,4360,4380,4380,4400,4410,6020,6040,4410,6090,4440,4390,4410,6230,4440,4450
don 8E39881472946D5BBE41765470D9E3099A0EB4C7,39000,39000,39000,39000,41000,41000,41000,41000,41000,41000,41000,41000,50000,50400,50600,50800,51000,51000,51000,51000,51000,43500,43600
donald F01AAA640FF4EA025DB8449BD61C055273B4A328,35000,30000,35000,30000,30000,30000,30000,30000,30000,30000,28000,28000,28000,35000,35000,28000,35000,28000,28000,28000,35000,28000,28000
dongusvondong E9A90B9FF0574410695BA5F5C8354368221A7114,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,19200,19200,19300,19300,19400,27000,27000,27000,22100,22200,22300
donotevilwowowo C665D06393408489D3E6A474A65E668A1A603FD6,454,370,454,370,370,370,370,370,370,370,370,370,370,548,548,370,548,370,370,370,548,370,370
dontdisturb 160434370FB00C82A0E14A4640A6801984B60BC8,274,220,274,220,220,220,220,220,220,220,220,220,220,301,301,220,301,220,220,220,301,230,230
dontknowmeAT F090D06DD908C91487F0A65DFFDFB1E4CD664288,20,20,20,20,20,20,20,20,20,20,20,20,2850,20,20,2850,20,2850,2850,2850,3050,2850,2850
dontpanic 63C81BCA835570069A7FCD48312DEA707F6CBAA2,12000,11000,12000,9470,10900,10900,10800,10800,10800,10700,11000,11000,11000,13900,14000,11000,14000,11000,11000,11000,14200,10900,10900
dontstopmenow AA26B97B6CA757BF63328EE96705120609CF4AAD,16300,15000,16300,15000,15000,15000,15000,15000,15000,15000,15100,15100,15100,15900,15900,15200,16100,16000,16000,16000,16300,16000,16000
doofenschmirtz 10231E08F19C03D5A2FE3AAD03D863ABDE2081BC,6900,6210,6900,6150,6130,6130,6120,6110,6100,6110,6110,6130,6140,7250,7250,6160,7270,6230,6250,6270,7300,6200,6200
doppelganger 0C8A49FE62B7C7DED64B7C6A941EF5240E4F3F74,36300,36300,36300,36300,36300,36300,36300,36300,36300,36300,36300,36300,32300,32300,4080,4080,4080,4080,4080,4080,4080,4080,4250
dorin 7A6873B86D82BC8B4F0E790828626107820F7B9E,15000,15000,15000,15700,15700,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
dorinne 04EE5E1B23127D26A36F71C66810D88B0B80BB91,2080,2080,2080,2040,2030,2010,2560,2550,2550,2550,2550,2560,2570,2570,2030,2040,2050,2050,2070,2080,2090,2110,2110
